orderID,barcode,count,name,unitID,pricePer,retailPrice,tradePrice,categoryID
154244973588116733467,220,0,鱿鱼丝,0,97.19768827119788,108,0,1
154244973588116733467,223,0,盐饼干,0,28.79931504331789,32,0,1
154244973588116733467,8809273401505,1,海苔,0,8.999785951036841,10,0,1
154244975159414893010,6901028196925,1,白沙天下包装,8,100,100,84.8,1
154244974513522594196,99999999-1,1,无码商品,0,3,3,0,1
154244975529913794776,6901028191043,1,白沙品包装,8,9,9,7.63,1
154244975197313949747,6901028191043,1,白沙品包装,8,9,9,7.63,1
15424497591379603460,6914973609167,1,德芙丝滑牛奶巧克力果酸奶巧克力,4,16,16,11.5,1
15424497673063787911,99999999-1,1,无码商品,0,15,15,0,1
15424497673063787911,99999999-2,6,无码商品,0,13,13,0,1
15424497656977221334,6920431220133,1,家伴胡椒粉,4,2,2,1.5,1
154244976530917761257,6926475202074,4,美好时光海苔味即食紫菜,8,5,5,0,10
154244975835924073712,6931630386285,1,10元天生有范长沙版,0,10,10,0,1
15424497688289495981,6920734728664,1,康师傅爆椒牛肉面拌面,4,6,6,1,1
15424497688289495981,6920174720730,1,立白增白透明皂232G*36,12,4.5,4.5,4,1
154244976975510964843,05036,1,打火机,0,1,1,0.6,1
154244976975510964843,11,9,一元,4,1,1,0.75,1
154244977090514898267,6901028193917,1,芙蓉王蓝包装,8,60,60,53,1
15424497830543788443,99999999-1,1,无码商品,0,10,10,0,1
154244977753913793346,6901028000826,1,双喜经典包装,8,10,10,8.58,1
154244978151119419546,6927334800288,1,多来蜜多晶冰糖,8,4,4,0,1
154244978151119419546,6951894900065,1,枣乡伴阿胶枣300g,8,4,4,0,1
154244978145317963141,6901028193498,1,芙蓉王包装,8,25,25,21.83,1
154244978145317963141,6916196410414,2,李子园甜牛奶乳饮料,4,5,5,0,1
154244978145317963141,6901382083756,2,清纯小酒45度100ml浓香型白酒支持,4,18,18,0,1
154244978293518992286,6925814851362,1,小龙王九总槟榔28g,8,15,15,6.5,10
154244978293518992286,6948960103000,1,哈尔滨啤酒冰纯500ml听装,4,55,55,0,1
154244978293518992286,6940159410043,1,百事可乐可乐型汽水,4,7,7,0,1
154244978293518992286,6906151600462,1,牛栏山陈酿白酒500ml,2,15,15,12.08,11
15424497825993652519,6934502300709,1,东鹏特饮维生素功能饮料250ml,0,4,4,0,1
154244978423318155073,6903677684365,4,560ml漓泉啤酒,2,4,4,2.92,1
154244978423318155073,6925303754952,1,统一小茗同学冷泡青柠红茶480ml,2,5,5,3.87,1
154244977739813359464,8801116005574,1,爱喜爆珠,8,15,15,12,21
154244977739813359464,6925909960085,1,张新发木糖醇,8,14,14,12,1
15424497803944972844,6924187828759,1,洽洽原香瓜子150g,8,6,6,4.4,10
15424497803944972844,6915993300751,1,川南黄花下饭菜330g,6,12,12,0,20
154244978510522479651,6924160712747,1,无穷爱辣鸡米10g,4,1,1,0.6,10
154244978510522479651,6920734723065,1,康师傅辣卤桶面,14,4,4,3.5,10
154244978510522479651,6926475203149,2,优乐美奶茶原味80g,4,3,3,2.4,11
154244978510522479651,6926475203187,2,优乐美奶茶草莓味80g,15,3,3,2.33,11
154244978604922267133,6934502301850,1,500ml东鹏特饮维生素功能饮料,2,5,5,3.85,11
154244978604922267133,6901028000642,1,双喜硬经典包装,8,12,12,10.01,21
154244978604922267133,6926410336604,1,阿宽火鸡面,14,6,6,4,10
154244978604922267133,6936869215092,2,味芝元洞庭野生鱼排26g,8,1.5,1.5,1.2,10
15424497858637003896,6922858211091,1,百事可乐清宁清爽600ml,2,3,3,2.1,1
15424497858637003896,6944649700126,1,百岁山饮用纯净水1L,2,3,3,2.2,1
154244980040313091373,6901028311151,1,云烟紫包装,8,10,10,9.01,1
154244979011723094021,6901028193498,1,芙蓉王包装,8,25,25,21.83,21
154244979059614896656,6901028193498,2,芙蓉王包装,8,25,25,21.83,1
154244979471515414124,6958214656787,1,15元叼嘴巴食用槟榔,8,15,15,12,1
15424497973697992370,99999999-1,1,无码商品,0,25,25,0,1
154244979735422063921,6925303730574,1,统一阿萨姆原味奶茶500ml,2,4,4,0,11
154244991914423972621,6901028120692,1,利群长嘴包装,0,36,36,0,1
154244979809019415462,6923644268503,1,蒙牛真果粒草莓味250ML,3,3.5,3.5,0,11
154244979809019415462,6901028193498,1,芙蓉王,3,25,25,0,21
154244979951510971206,003,3,鸡蛋,4,0.8,0.8,0.6,2
154244979922123569875,6925909980151,1,张新发槟榔5g,8,20,20,16,10
154244980095712856588,99999999-1,1,无码商品,0,13,13,0,1
154244981139723574388,6946112510959,1,蜂蜜百草丹,0,5,5,0,1
15424498021037346625,6901028055024,1,红河软甲,8,6,6,5.2,1
15424498024098675286,99999999-1,1,无码商品,0,0.5,0.5,0,1
15424498024098675286,8993175537445,1,丽芝士奶酪威化饼,0,2.5,2.5,1.7,1
15424498024098675286,6901715293944,1,魔法士战斧黑椒牛排味炸方便面,0,1,1,0,1
15424498024098675286,6938888888851,1,香飘飘奶茶80g,0,3.5,3.5,2.8,1
15424498024098675286,6924743915060,1,乐事原味40g,0,3.5,3.5,2.8,1
154244980101020246607,6901683821255,1,小郎酒100ml4,2,13,13,10.63,11
154244980101020246607,6909131169201,1,中国劲酒25ml,2,11,11,8.75,11
154244980487523043411,6901028075862,1,牡丹包装,8,15,15,9.32,21
154244981465321905375,6902017359642,2,三两三酒,2,35,35,26,11
154244980494123537851,69029097,1,益达无糖口香糖32g2片装,0,5,5,0,1
154244980494123537851,6901028118170,1,利群版包装,8,15,15,12.29,21
154244980501414894949,6901028118170,1,利群版包装,8,14,14,12.29,1
154244977840624078890,6901285991219,1,怡宝饮用纯净水555毫升,2,2,2,0,11
154244980752117533278,6951957205755,1,1元商品,8,1,1,0.68,10
154244980752117533278,6921294358674,1,经典白奶,2,4,4,2.93,1
154244981423123041690,6901028000642,1,双喜经典包装,8,12,12,10.01,21
154244980857723469669,6901894121212,1,2kg白猫经典配方洗洁精,0,15,15,0,1
15424498170374424443,6904406960507,1,瓶610G大九江,2,10,10,8.75,1
15424498170374424443,6902265360018,1,海天蚝油700g,0,7,7,5.67,1
15424498093063183609,6939229200028,1,记号笔,0,2,2,0,1
154244981072023564629,6901028193498,1,芙蓉王包装,8,25,25,21.83,21
154244980913610643695,6901028063692,1,白沙红运当头包装,0,20,20,0,1
154244979121913351207,6925909980342,1,张新发木糖醇20元槟榔,8,18,18,13.8,10
154244982069123044652,6901028046886,1,云烟包装,8,10,10,8.79,21
154244982108618098281,6925303773915,1,统一老坛酸菜牛肉面121g,8,2.5,2.5,2,10
154244982108618098281,6918598150295,1,海苔荞麦脆脆点心面,0,1,1,0,1
154244982108618098281,6926892567084,1,薏仁红豆粥280g,2,4,4,3.2,10
15424498122323182086,6948960100108,1,百威啤酒330ml,6,5,5,3.84,1
154244981967220827172,6922255451427,3,百岁山天然矿泉水570ml,2,3,3,2,11
154244981967220827172,6921294398434,3,康师傅茉莉清茶500ml,2,3,3,0,11
154244981729420647749,8888075018814,1,5克细支健牌,0,18,18,0,1
15424498169191452947,99999999-1,1,无码商品,0,4,4,0,1
154244981800419025706,6948960100221,3,哈尔滨啤酒600ml,2,4,4,3.3,11
15424498218716221446,6931273213559,1,食用槟榔（鸿运当头）,4,15,15,12,1
15424498218716221446,6920470111140,1,远望南乳花生米,4,5,5,0,1
15424498218716221446,6902890234166,2,双汇玉米热狗肠40g,10,1,1,0,1
15424498218716221446,6902934990362,1,喜之郎什锦果肉200g,0,4,4,0,1
15424498218716221446,6901028118170,1,利群,4,14,14,12.3,1
15424498196283471643,6901028314978,1,红塔山 硬经典,0,7.5,7.5,0,1
15424498196283471643,6947882209524,1,老村长富贵白酒450ml,0,16,16,0,1
154244982404413228067,6931273213559,1,口味王和成天下15,8,15,15,12,1
154244938420911334054,6906151631473,1,牛栏山陈酿白酒新一代43ol00ml,2,25,25,20,1
154244982469320242408,6920907808513,1,好丽友呀土豆薯片袋装茄酱0g,7,3.5,3.5,2.58,10
154244982469320242408,6920912339958,1,真食惠薯片,4,2.5,2.5,1.8,1
154244982538619389274,6924187824959,1,洽洽香瓜子奶香味,0,12,12,0,10
154244982538619389274,6948939602572,1,百草味板栗仁,0,6.5,6.5,3.93,1
154244995028323888296,99999999-1,1,无码商品,0,10,10,0,1
154244982740411534070,6901028165969,1,黄金叶M包装,8,24,24,20.14,21
154244982740411534070,8888075005487,1,555包装,8,16,16,13.78,21
154244982740411534070,6901028102933,1,贵烟国酒香包装,8,65,65,55.12,21
154244982900424184528,6933125666681,1,湘潭铺子10元装,0,10,10,0,1
154244983577318099867,6922255451427,1,百岁山天然矿泉水570ml,2,3,3,2,11
154244983577318099867,6921168550142,1,维他命水柑橘味500ml,2,5,5,4,11
15424498314267731029,6921168509256,1,农夫山泉饮用天然水550ml,2,2,2,0.85,1
15424498314267731029,6925303754112,1,海之言柠檬口味PET500ml,2,4,4,3,1
154244982305617658790,6901028046886,1,云烟包装,8,10,10,8.79,1
154244982305617658790,6901285991219,1,怡宝饮用纯净水555毫升,2,2,2,0,1
154243781063920462639,99999999-1,1,无码商品,0,6.5,6.5,0,1
154244984824121904303,6901028191043,1,白沙品包装,8,10,10,7.63,21
154244984824121904303,6901028191012,1,白沙包装,8,6.5,6.5,3.81,21
154244985296817516157,6901028942966,1,双喜金樽好日子包装,8,28,28,0,21
15424498384666363182,99999999-1,1,无码商品,0,11.5,11.5,0,1
154244983673818922489,6901028118170,1,红利群,8,15,15,12.29,21
154244984065212305152,6901028063364,1,白沙新精品二代包装,8,10,10,8.8,1
154244984109913353487,6933125698873,1,湘潭铺子15元装,8,14,14,12,1
154244984643010338125,6906151623959,1,牛栏山陈酿白酒52度500ml,2,18,18,14,1
15424498478697738159,6901028075862,1,牡丹包装,8,15,15,9.32,1
154244984907317772081,6947172980096,1,旺佳乐中号50只装纸杯,7,4,4,2.9,9
154244984907317772081,6947172910055,1,旺佳乐100只装航空杯,4,7,7,4.9,9
15424498545175773577,99999999-1,1,无码商品,0,6,6,0,1
15424498509587739707,6925909980151,1,张新发槟榔35g,8,18,18,15.58,1
15424498531318674390,6901028000826,1,经典红双喜,0,10,10,8.8,1
15424498531318674390,6901028118170,1,利群烟,0,14,14,12,1
154244985293923566005,6906151631473,1,牛栏山陈酿白酒新一代43ol00ml,2,28,28,0,11
154244985130821534843,6949123308300,1,飞科电动剃须刀充电FS830,0,80,80,0,1
154244985439915494748,6931273213535,1,食用槟榔玉满堂0g,8,10,10,7,1
154244986973917517357,6901028001618,1,双喜经典1906包装,8,17,17,15.05,1
154244966468114839972,6925909980151,1,张新发槟榔5g,8,20,20,16,10
154244985744917533027,4891028703280,1,维他奶黑豆,3,3,3,2,1
154244985744917533027,6923730700030,1,杨氏皇牌蛋卷,8,5,5,3.5,1
154244985938615541286,6901028193498,1,芙蓉王包装,8,25,25,21.83,1
15424498601606975946,6902312167881,1,榄菊黑蚊香10,3,3.5,3.5,2.35,9
154244986258923568133,6927195913028,1,46度德山秘藏小酒,4,25,25,0,1
154244986340523535318,6922255451427,1,百岁山天然矿泉水570ml,2,3,3,2,11
15424498626701458183,99999999-1,1,无码商品,0,3,3,0,1
154244986350320245132,6906151638076,1,新一代牛栏山,4,25,25,18.34,1
15424498863315621379,99999999-1,1,无码商品,0,12,12,0,1
154244986488315256999,0015,1,五香瓜子,17,10,10,7.5,1
154244986488315256999,6901285991271,1,怡宝饮用纯净水155L,2,3,3,1.8,1
154244986488315256999,6932276303063,1,150g旅揭蒜香花生,4,3.5,3.5,2.5,1
154244986488315256999,6925303773915,2,统一老坛酸菜牛肉面121g,8,2.5,2.5,2,1
154244986488315256999,6925303714017,1,统一来一桶红油爆椒牛肉面110g,14,4,4,3.2,10
154244986577216361608,6931273213559,1,和成槟榔15,8,13,13,11,10
154244986577216361608,6901028118170,1,利群版包装,8,14,14,12.29,1
15424498676724198116,6920174723649,1,立白漂渍液00g,2,7,7,3.8,8
15424498676724198116,6954332409359,1,酷柔整包,4,18,18,0,1
154244986967121411628,6925332603054,1,米老头时尚法式薄饼奶味50g,0,5,5,0,1
154244986967121411628,6901668005717,1,奥利奥夹心原味高原装116g,0,7,7,0,1
154244986967121411628,6921804700757,1,陶华碧老干妈风味豆豉280g,2,8,8,7,20
154244986967121411628,6940159410043,1,百事可乐可乐型汽水,0,7,7,0,1
154244986967121411628,6935847300089,1,航旅杯00个装,4,6,6,4.85,9
154244986419824597315,69028571,1,绿箭无糖薄荷糖23g,0,10,10,0,1
15424498717956733539,6920202888883,1,红牛维生素功能饮料 250ml,4,6,6,0,1
154244987635721749710,6931273213559,1,口味王(和成天下)15,0,15,15,0,10
154244987635721749710,6925303773915,1,面,0,2.5,2.5,0,10
15424498780763503410,6940553000291,1,80克凰巢凤爪,4,4.5,4.5,3.2,1
15424498780763503410,6922956300901,2,18g路路野山椒鱼仔,8,1,1,1,1
15424498780763503410,6921294393798,1,500ml康师傅茉莉花茶,2,3,3,3,1
15424498780763503410,6924187821972,1,90g洽洽原香瓜子,8,3.5,3.5,3.5,1
154244987998716178131,99999999-1,1,无码商品,0,5,5,0,1
154244988263113798221,99999999-1,1,无码商品,0,2,2,0,1
15424499540123334245,6906151600462,1,牛栏山陈酿白酒500ml,4,16,16,12.08,11
154244988478721533433,6949123306290,1,飞科剃须刀FS629,0,58,58,0,1
154244988855118341064,6903266761729,1,骄杨啤酒商标,4,3,3,2.2,1
154244988855118341064,6901028191012,1,白沙包装,8,6.5,6.5,3.81,1
154244988855118341064,6921582400788,1,力大派,4,19,19,15,1
154244988993818838741,6901028000826,1,双喜经典包装,8,10,10,8.58,21
154244988970810993326,6971005667724,1,香油条148g,4,3,3,2,1
154244988970810993326,6954283000025,1,香辣味手撕豆肉干,4,1,1,0.75,1
154244988970810993326,6924743915077,1,乐事德克萨斯烧烤味40g,8,3.5,3.5,2.5,1
154244988970810993326,6947093180056,1,银城湘味QQ鱼15g,8,1,1,0.75,1
154244988970810993326,6970066398578,1,湘裕风情幸福脆骨16g0,3,1,1,0.75,1
154244988970810993326,6930839668888,1,山椒萝卜脆,4,1,1,0.75,1
154244985868723474403,99999999-1,1,无码商品,0,2,2,0,1
154244985868723474403,6931273213559,1,和成天下,8,14,14,11,10
15424498937593187180,6901028000826,1,双喜（软经典）,3,10,10,8.586,1
15424498949819067668,6920174736649,1,天然洗衣香皂粉650g,0,11,11,0,1
15424498949819067668,6925814851362,1,小龙王九总槟榔28g,8,13,13,11,1
15424498949819067668,6901028192729,1,白沙精品三代包装,8,15,15,12.93,1
15424498949819067668,6903244370431,1,七度空间卫生巾,8,9,9,6.8,1
15424498934428391604,6901097730105,1,佳宝九制陈皮16g,8,1.5,1.5,0.99,10
154244989254423537309,6901028006866,1,双喜阳光好日子包装,8,11,11,0,21
154244989821016631108,6936378310172,1,食用槟榔之郎珠槟榔5元,4,15,15,0,1
154244965744319051448,6956064000422,2,雪天绿色加碘精制盐,8,2,2,1,20
154244990394119344435,6953203921020,1,旭培椰子汁338ml,2,5.5,5.5,0,11
154244990528416639548,6936378300098,1,食用槟榔湘潭20元深紫,8,20,20,16,1
154244991071718157549,6958214616880,1,叼嘴巴食用槟榔20g,7,10,10,8,1
154244991071718157549,6901028191043,1,白沙精品包装,8,10,10,7.63,21
154244990656124076466,99999999-1,1,无码商品,0,1,1,0,1
154244989844717478216,6931630386124,1,胖哥天生有范槟榔28g,8,14.605263157894738,15,12,1
154244989844717478216,6901028317122,1,玉溪包装,8,22.394736842105264,23,20.14,1
154244994874821662668,6903244370424,1,七度空间卫生巾,0,10,10,0,1
154244991965111875144,6957106200022,2,馋大嘴原味素板筋式挤压糕点52克,8,1,1,0.75,1
154244991965111875144,6954283000025,2,香辣味手撕豆肉干,8,1,1,0.75,1
15424499153138397772,99999999-1,1,无码商品,0,5,5,0,1
15424499153138397772,6900873060061,1,康师傅珍品红烧牛肉面00g,8,2.5,2.5,0,1
154244992047214839260,6956688714040,1,铁板蚕豆328g,7,10,10,7.2,1
15424498527328734268,6947392700290,4,尚上坊牛板筋,8,1,1,0.8,1
15424498527328734268,6901028193498,1,芙蓉王包装,8,25,25,21.83,1
15424498527328734268,6925909980151,1,张新发槟榔5g,8,18,18,15.58,1
15424498527328734268,6924758258596,1,小飞燕素鸡翅,8,3,3,0,1
154244994290723235413,6938888888813,1,香飘飘奶茶香芋味80g,15,3.5,3.5,2.8,11
154244994290723235413,6924743915060,1,乐事美国经典原味40g,0,3.5,3.5,0,1
154244994290723235413,6924743915091,1,乐事墨西哥鸡汁番茄味40g,0,3.5,3.5,0,1
15424499294316219260,6901683821255,1,小郎酒100ml*24,2,13,13,10.33,1
154244992837419055517,6925909980151,1,张新发槟榔5g,8,18,18,16,10
154244992837419055517,6901028193498,1,芙蓉王包装,8,25,25,21.83,21
154244993373917531932,6926104928733,1,1点5元商品,4,1.5,1.5,0.88,10
154244993373917531932,6928804011173,1,中胶可乐,4,3.5,3.5,2.25,1
154244993373917531932,6901285991219,2,中怡宝,2,2,2,0,1
154244993602716174794,99999999-1,1,无码商品,0,65,65,0,1
15424499367078598830,6921311196364,1,康师傅冰红茶檬口味茶饮品1L,2,4,4,0,1
154244993243920243974,6916196422349,1,李子园草莓风味乳饮料450ml,4,5,5,3.75,1
154244993243920243974,6920202888883,1,红牛维生素功能饮料,6,6,6,4.8,11
154244993243920243974,6954767430386,1,可口雪碧330ml,6,2.5,2.5,1.75,11
154244993243920243974,6940159410067,1,百事可乐可乐型汽水,4,2.5,2.5,2,1
154244993243920243974,6956367338680,1,王老吉凉茶植物饮料310毫升,0,4,4,0,1
15424499399296299623,6954767423579,1,可口可乐500ml零度,2,3,3,2.08,1
15424499399296299623,6901028191029,1,硬盒白沙,8,6.5,6.5,4.77,1
15424500092273337065,6928479743188,1,酥老汉花豆140g,0,3.5,3.5,0,1
154244993928623143826,6901028942898,1,双喜精品好日子包装,8,11,11,9.32,21
154244993928623143826,6922858211091,1,百事可乐清宁清爽600ml,2,3,3,2.17,11
154244993928623143826,6924187851160,2,洽洽焦糖瓜108g,8,6,6,4.5,10
154244993928623143826,6944649700065,1,百岁山饮用纯净水560ml,2,2,2,1.08,11
15424499545382778975,6934502300709,1,东鹏特饮,2,3.5,3.5,2.38,1
154244994360522269848,6901028001489,2,双喜软包装,8,7,7,5.72,21
154244994587018997326,6931273213559,1,食用槟榔运当头8g,8,15,15,0,1
154244994587018997326,6901028193498,1,芙蓉王包装,8,25,25,21.83,1
154244994587018997326,6901028193856,1,芙蓉王包装,8,35,35,30.74,21
154244994832910973774,6901028936712,1,好猫财进宝包装,8,8,8,6.15,21
15424499564882775076,6909131169201,1,中国劲酒25ml,2,10,10,8.67,1
15424499497338551017,6901028118170,1,利群新版,0,14,14,12.3,1
15424499497338551017,6925909980151,1,张新发18元,4,18,18,16,1
15424499497338551017,6923450605318,1,绿箭无糖口薄荷糖茉莉花茶味35粒,4,10,10,7.8,1
154244999377922093683,6901028193504,1,芙蓉王条装,10,250,250,218.36,21
154244999377922093683,6901028191135,1,白沙条装,10,60,60,38.16,21
154244995551514553708,6901028006538,1,祥云好日子,0,210,210,186,1
15424499551126292256,6924743915091,1,乐事40g墨西哥鸡汁番茄味,8,3.5,3.5,2.7,1
15424499551126292256,6926832401928,1,百诺麦丽素65g,4,4,4,2.95,1
15424499551126292256,6901845041705,1,格力高百醇（草莓香草味）,0,6.5,6.5,4.7,1
15424499518356403830,6954767412573,1,可口可乐500ml,4,3,3,0,1
15424499518356403830,6901028118170,1,利群,4,15,15,12.3,21
15424499262277961135,6956367338680,2,王老吉凉茶植物饮料310毫升,6,3.5,3.5,2.21,1
15424499262277961135,6921168550142,1,维他命水柑橘味500ml,2,5,5,3.75,1
15424499262277961135,6901683821255,1,小郎酒100ml,2,15,15,10.5,1
154244995864916086246,6956064018137,2,500克加碘精制盐,4,2,2,1.2,1
154244995864916086246,6922824055063,1,李锦记锦珍生抽500ml,2,5.5,5.5,5,1
154244995864916086246,6902265520016,1,海天上等耗油520g,2,6.5,6.5,6,1
154244995641617532304,6925303754952,1,小茗同学红茶,2,5,5,3.8,11
154244995641617532304,6901028942928,1,软珍日子,8,16,16,13.99,1
15424499609938679675,6933125666889,1,槟廊,0,18,18,16,1
15424499609938679675,6901028193498,1,黄芙蓉王,4,25,25,10,21
15424499609938679675,6938888888615,1,888615,0,6,6,4.5,1
154244995716918697859,6901028160278,1,黄金叶途包装,8,15,15,12.19,1
154245001311522099964,6901028201452,2,白沙和气生财条装,0,550,550,0,1
154244997412320705003,2200001000407,10,水果称重,17,1,1,0,381
154244997412320705003,6901347884343,1,椰树椰汁1L,2,15,15,0,11
15424499733326954653,99999999-1,1,无码商品,0,45,45,0,1
15424499733326954653,99999999-2,1,无码商品,0,7,7,0,1
154244997363013091172,99999999-1,1,无码商品,0,18,18,0,1
154244997363013091172,6922507800188,1,陈克明强力精细挂面1Kg,8,9.5,9.5,8.33,1
154244997363013091172,6902265120506,1,海天金标生抽500ml,2,7.5,7.5,0,1
154245000619118903262,6909131169201,3,中国劲酒25ml,2,11,11,0,11
15424499800096973516,6901028005029,1,双喜(硬金五叶神),8,12,12,0,1
15424499800096973516,6933311067643,1,兰花豆香味2g,8,3,3,0,1
15424499800096973516,6925526601460,2,百年糊涂酒超值装125ml,2,10,10,0,1
154244998196117533730,6922858201177,1,高罐百事,6,3,3,2,1
154244999572817517299,6901028131612,1,黄山红方印包装,0,30,30,0,1
15424499805436732283,6925303754112,1,海之言柠檬口味500ml,4,4,4,0,1
15424499805436732283,6926892516082,1,银鹭牛奶花生复合蛋白饮品370g,4,4.5,4.5,0,1
154244998388221904316,6921168559176,1,农夫山泉饮用天然水4L,2,8,8,6.3,11
154244998388221904316,6925303730574,1,统一阿萨姆原味奶茶500ml,2,4,4,3,11
15424499852593522381,6934457619017,1,香辣盐菜,0,2.5,2.5,0,1
15424499852593522381,8801116005536,1,蓝星,0,16,16,0,1
154244998669723143979,4891028164456,1,维他柠檬茶50ml,3,2.5,2.5,2.33,11
154244998669723143979,6931630386131,1,胖哥天生有范槟榔22g,8,10,10,8.1,10
15424499862635889314,6901028001489,1,软双喜烟包,8,7,7,0,1
15424499894797581139,901028180573,1,软蓝,4,19,19,17,1
154244999080619462767,6901028191043,1,白沙品包装,8,9,9,7.63,21
154244999080619462767,6901028180801,3,黄鹤楼下名楼包装,8,17,17,13.99,21
15424499953155771657,6901028182652,1,黄鹤楼大彩包装,8,30,30,24.3,1
154244998874117533632,6907992822938,1,红豆雪糕,4,2.5,2.5,1.5,11
154244999496523484122,6921804700757,1,陶华碧老干妈风味豆豉280g,0,8,8,0,1
15424499908841458308,99999999-1,1,无码商品,0,3,3,0,1
154244999282020649114,6920548862837,3,QQ糖荔枝味23g,8,1,1,0.75,10
154244999679711161913,99999999-1,1,无码商品,0,3,3,0,1
154244998965818952799,99999999-1,1,无码商品,0,95,95,0,1
15424499910826957095,99999999-1,1,无码商品,0,17,17,0,1
15424500035323785753,99999999-1,1,无码商品,0,12,12,0,1
154244999003024595947,6924363245127,1,45ol仙潭特曲酒,0,5.5,5.5,0,1
15424499964579013348,6901028118170,1,利群版包装,8,14,14,12.29,1
154244999789310558727,6931273201099,2,青果槟榔,4,20,20,16,1
154244999692823539992,6901028006408,1,双喜祥和好日子包装,0,11,11,0,1
15424499997235523413,6907878030037,1,芬达橙00毫升ET瓶,0,2,2,0,1
15424499997235523413,6925303739454,1,统一阿萨姆原味奶茶饮料1.5L,2,11,11,0,1
15424499997235523413,6924083400417,1,蓝带小蓝王啤酒 640ml,2,6,6,0,1
154245004038610744709,99999999-1,1,无码商品,0,15,15,0,1
154245003516610748330,99999999-1,1,无码商品,0,100,100,0,1
15424500045053521414,6936455900159,1,北京烤鸭脖,0,3.5,3.5,0,1
15424500045053521414,6932512600369,1,ZH广氏菠萝碳酸饮料,0,2.5,2.5,1.7,1
154245000872721552965,6902890236399,1,双汇肉花肠90g,0,2.5,2.5,0,1
15424500095089605306,6901028192729,1,白沙精品三代包装,8,15,15,12.93,1
15424500095089605306,6907992100272,1,伊利纯牛奶50ml,3,3,3,2.18,1
154245004847210742755,99999999-1,1,无码商品,0,20,20,0,1
154245001051719153336,6901347884343,1,椰树椰汁1L,0,13,13,0,1
154245001485619357552,6938514100715,1,40度江小白高粱酒S100,0,16,16,0,1
15424500229007501910,6925909960085,1,张新发门店木糖醇槟榔25g,8,15,15,0,1
15424500229007501910,6901028191043,1,白沙(精品),8,9,9,7.7,1
154245002167613668021,6958214656787,6,15元叼嘴巴食用槟榔,4,15,15,0,1
15424500272986975652,6921168509256,1,农夫山泉 饮用天然水550ml,2,2,2,0,1
154245002737723537144,6901028006408,1,双喜祥和好日子包装,0,12,12,0,1
15424500278928553882,6941681800326,2,军杰辣王1L,4,15,15,12,1
15424500325947549935,6901028191043,1,白沙(精品),8,10,10,7.6,1
15424500325947549935,6903148143568,1,汰渍洁净熏香薰衣草洗衣粉1650g,7,15,15,11.5,1
15424500275387241612,6924363245127,1,45ol仙潭特曲酒,4,6,6,5.25,1
15424500275387241612,6941704415452,1,初心,4,7,7,5.2,1
154245003269015161488,6901035609708,1,罐装10度青岛啤酒经典330ml4,0,70,70,0,1
154245003164113352497,6931273201099,1,口味王蓝色妖姬,8,18,18,16,1
15424500355277297831,99999999-1,1,无码商品,0,2,2,0,1
15424500383421452868,99999999-1,1,无码商品,0,2.8,2.8,0,1
15424500383421452868,99999999-2,1,无码商品,0,1,1,0,1
15424500383421452868,99999999-3,1,无码商品,0,2,2,0,1
15424500383421452868,99999999-4,1,无码商品,0,1,1,0,1
15424500383421452868,99999999-5,1,无码商品,0,1.4,1.4,0,1
154245005830918904287,6938514100715,2,40度江小白高粱酒S100,4,15,15,0,1
15424500416573506557,6927157682160,1,1.25L椰牛果肉椰子汁,2,12,12,12,1
15424500416573506557,6931780720199,1,650ml天地壹号苹果醋饮料,2,16,16,16,1
15424500620835788750,99999999-1,1,无码商品,0,7,7,0,1
15424500620835788750,6923644268916,1,真果粒牛奶饮品莓果粒,0,45,45,0,1
154245008590110743645,99999999-1,1,无码商品,0,10,10,0,1
154245008590110743645,99999999-2,1,无码商品,0,1,1,0,1
154245004455421463858,6901028137508,1,红七匹狼,8,15,15,13.22,21
154245005440517774404,6956064018076,2,320克未加碘青海湖盐,8,7,7,4.63,20
154245005440517774404,6922824000643,1,李锦记薄盐生抽500毫升,2,8,8,6.84,20
154245009329110747126,99999999-1,1,无码商品,0,3,3,0,1
15424500558989601969,6925909980151,1,张新发槟榔5g,8,18,18,15.5,1
15424500558989601969,6901028191135,1,白沙条装,10,65,65,38.16,1
154245002970510955354,6920657010365,1,蓓康僖较大婴儿配方羊奶粉,4,600,398,0,1
154244997349510965596,6901028193498,1,芙蓉王,8,24,24,21.8,1
154245005436313666893,1,10,鸡蛋,4,1,1,0.6,2
154245005711721532714,6949123308751,1,剃须刀FS875,0,79,79,0,1
154245005711721532714,6949123303619,1,剃须刀FS361,0,89,89,0,1
154245005711721532714,6949123308201,1,飞科充电剃须刀FS820,0,108,108,0,1
154245005711721532714,6949123308768,1,剃须刀,0,88,88,0,1
154245005634611185783,6934502300709,1,东鹏特饮维生素功能饮料,2,3.5,3.5,0,1
154245005634611185783,6923450656150,1,益達口香糖草莓味道40粒56g,0,10,10,0,1
154245005634611185783,6921151801763,1,洁宝卷纸,4,2,2,0,1
154245005634611185783,6930703000059,1,原味葵瓜子,0,3.5,3.5,0,1
154245005634611185783,6936153000694,1,四海缘鲜蒸蛋糕,0,6,6,0,1
154245005634611185783,6909460400402,1,马林蒜香花生130g,0,5,5,0,1
154245005829613669049,99999999-1,1,无码商品,0,1,1,0,1
15424500627395643965,6901028165235,1,黄金叶(爱尚 细支),8,16,16,14.5,1
